ID:0, Name:Dwarf remains, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:46, Name:Pearl bolt tips, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:47, Name:Barb bolttips, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:48, Name:Longbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:49, Name:Longbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:50, Name:Shortbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:51, Name:Shortbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:52, Name:Arrow shaft, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:53, Name:Headless arrow, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:54, Name:Oak shortbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:55, Name:Oak shortbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:56, Name:Oak longbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:57, Name:Oak longbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:58, Name:Willow longbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:59, Name:Willow longbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:60, Name:Willow shortbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:61, Name:Willow shortbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:62, Name:Maple longbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:63, Name:Maple longbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:64, Name:Maple shortbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:65, Name:Maple shortbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:66, Name:Yew longbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:67, Name:Yew longbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:68, Name:Yew shortbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:69, Name:Yew shortbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:70, Name:Magic longbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:71, Name:Magic longbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:72, Name:Magic shortbow (u), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:73, Name:Magic shortbow (u), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:74, Name:Khazard helmet, Stackable:false, Equipment:true, Destroy:true, SpecBar:false
ID:75, Name:Khazard armour, Stackable:false, Equipment:true, Destroy:true, SpecBar:false
ID:76, Name:Khazard cell keys, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:77, Name:Khali brew, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:78, Name:Ice arrows, Stackable:true, Equipment:true, Destroy:false, SpecBar:false
ID:79, Name:null, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:80, Name:null, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:81, Name:null, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:82, Name:null, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:83, Name:Lever, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:84, Name:Staff of armadyl, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:85, Name:Shiny key, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:86, Name:Pendant of lucien, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:87, Name:Armadyl pendant, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:88, Name:Boots of lightness, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:89, Name:Boots of lightness, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:90, Name:Child's blanket, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:91, Name:Guam potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:92, Name:Guam potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:93, Name:Marrentill potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:94, Name:Marrentill potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:95, Name:Tarromin potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:96, Name:Tarromin potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:97, Name:Harralander potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:98, Name:Harralander potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:99, Name:Ranarr potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:100, Name:Ranarr potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:101, Name:Irit potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:102, Name:Irit potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:103, Name:Avantoe potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:104, Name:Avantoe potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:105, Name:Kwuarm potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:106, Name:Kwuarm potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:107, Name:Cadantine potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:108, Name:Cadantine potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:109, Name:Dwarf weed potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:110, Name:Dwarf weed potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:111, Name:Torstol potion (unf), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:112, Name:Torstol potion (unf), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:113, Name:Strength potion (4), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:114, Name:Strength potion (4), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:115, Name:Strength potion (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:116, Name:Strength potion (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:117, Name:Strength potion (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:118, Name:Strength potion (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:119, Name:Strength potion (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:120, Name:Strength potion (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:121, Name:Attack potion (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:122, Name:Attack potion (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:123, Name:Attack potion (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:124, Name:Attack potion (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:125, Name:Attack potion (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:126, Name:Attack potion (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:127, Name:Restore potion (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:128, Name:Restore potion (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:129, Name:Restore potion (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:130, Name:Restore potion (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:131, Name:Restore potion (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:132, Name:Restore potion (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:133, Name:Defence potion (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:134, Name:Defence potion (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:135, Name:Defence potion (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:136, Name:Defence potion (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:137, Name:Defence potion (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:138, Name:Defence potion (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:139, Name:Prayer potion (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:140, Name:Prayer potion (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:141, Name:Prayer potion (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:142, Name:Prayer potion (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:143, Name:Prayer potion (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:144, Name:Prayer potion (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:145, Name:Super attack (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:146, Name:Super attack (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:147, Name:Super attack (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:148, Name:Super attack (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:149, Name:Super attack (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:150, Name:Super attack (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:151, Name:Fishing potion (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:152, Name:Fishing potion (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:153, Name:Fishing potion (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:154, Name:Fishing potion (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:155, Name:Fishing potion (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:156, Name:Fishing potion (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:157, Name:Super strength (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:158, Name:Super strength (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:159, Name:Super strength (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:160, Name:Super strength (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:161, Name:Super strength (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:162, Name:Super strength (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:163, Name:Super defence (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:164, Name:Super defence (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:165, Name:Super defence (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:166, Name:Super defence (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:167, Name:Super defence (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:168, Name:Super defence (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:169, Name:Ranging potion (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:170, Name:Ranging potion (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:171, Name:Ranging potion (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:172, Name:Ranging potion (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:173, Name:Ranging potion (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:174, Name:Ranging potion (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:175, Name:Antipoison (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:176, Name:Antipoison (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:177, Name:Antipoison (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:178, Name:Antipoison (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:179, Name:Antipoison (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:180, Name:Antipoison (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:181, Name:Super antipoison (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:182, Name:Super antipoison (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:183, Name:Super antipoison (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:184, Name:Super antipoison (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:185, Name:Super antipoison (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:186, Name:Super antipoison (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:187, Name:Weapon poison, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:188, Name:Weapon poison, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:189, Name:Zamorak brew (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:190, Name:Zamorak brew (3), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:191, Name:Zamorak brew (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:192, Name:Zamorak brew (2), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:193, Name:Zamorak brew (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:194, Name:Zamorak brew (1), Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:195, Name:Potion, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:196, Name:Potion, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:197, Name:Poison chalice, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:198, Name:Poison chalice, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:199, Name:Grimy guam, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:200, Name:Grimy guam, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:201, Name:Grimy marrentill, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:202, Name:Grimy marrentill, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:203, Name:Grimy tarromin, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:204, Name:Grimy tarromin, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:205, Name:Grimy harralander, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:206, Name:Grimy harralander, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:207, Name:Grimy ranarr, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:208, Name:Grimy ranarr, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:209, Name:Grimy irit, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:210, Name:Grimy irit, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:211, Name:Grimy avantoe, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:212, Name:Grimy avantoe, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:213, Name:Grimy kwuarm, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:214, Name:Grimy kwuarm, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:215, Name:Grimy cadantine, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:216, Name:Grimy cadantine, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:217, Name:Grimy dwarf weed, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:218, Name:Grimy dwarf weed, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:219, Name:Grimy torstol, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:220, Name:Grimy torstol, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:221, Name:Eye of newt, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:222, Name:Eye of newt, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:223, Name:Red spiders' eggs, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:224, Name:Red spiders' eggs, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:225, Name:Limpwurt root, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:226, Name:Limpwurt root, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:227, Name:Vial of water, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:228, Name:Vial of water, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:229, Name:Vial, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:230, Name:Vial, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:231, Name:Snape grass, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:232, Name:Snape grass, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:233, Name:Pestle and mortar, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:234, Name:Pestle and mortar, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:235, Name:Unicorn horn dust, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:236, Name:Unicorn horn dust, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:237, Name:Unicorn horn, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:238, Name:Unicorn horn, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:239, Name:White berries, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:240, Name:White berries, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:241, Name:Dragon scale dust, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:242, Name:Dragon scale dust, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:243, Name:Blue dragon scale, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:244, Name:Blue dragon scale, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:245, Name:Wine of zamorak, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:246, Name:Wine of zamorak, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:247, Name:Jangerberries, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:248, Name:Jangerberries, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:249, Name:Clean guam, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:250, Name:Clean guam, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:251, Name:Clean marrentill, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:252, Name:Clean marrentill, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:253, Name:Clean tarromin, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:254, Name:Clean tarromin, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:255, Name:Clean harralander, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:256, Name:Clean harralander, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:257, Name:Clean ranarr, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:258, Name:Clean ranarr, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:259, Name:Clean irit, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:260, Name:Clean irit, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:261, Name:Clean avantoe, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:262, Name:Clean avantoe, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:263, Name:Clean kwuarm, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:264, Name:Clean kwuarm, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:265, Name:Clean cadantine, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:266, Name:Clean cadantine, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:267, Name:Clean dwarf weed, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:268, Name:Clean dwarf weed, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:269, Name:Clean torstol, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:270, Name:Clean torstol, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:271, Name:Pressure gauge, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:272, Name:Fish food, Stackable:false, Equipment:true, Destroy:true, SpecBar:false
ID:273, Name:Poison, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:274, Name:Poisoned fish food, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:275, Name:Grimy key, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:276, Name:Rubber tube, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:277, Name:Oil can, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:278, Name:Cattleprod, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:279, Name:Sheep feed, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:280, Name:Sheep bones (1), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:281, Name:Sheep bones (2), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:282, Name:Sheep bones (3), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:283, Name:Sheep bones (4), Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:284, Name:Plague jacket, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:285, Name:Plague trousers, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:286, Name:Orange goblin mail, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:287, Name:Blue goblin mail, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:288, Name:Goblin mail, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:289, Name:Goblin mail, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:290, Name:Research package, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:291, Name:Research notes, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:292, Name:Book on baxtorian, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:293, Name:A key, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:294, Name:Glarial's pebble, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:295, Name:Glarial's amulet, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:296, Name:Glarial's urn, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:297, Name:Glarial's urn, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:298, Name:A key, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:299, Name:Mithril seeds, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:300, Name:Rat's tail, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:301, Name:Lobster pot, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:302, Name:Lobster pot, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:303, Name:Small fishing net, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:304, Name:Small fishing net, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:305, Name:Big fishing net, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:306, Name:Big fishing net, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:307, Name:Fishing rod, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:308, Name:Fishing rod, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:309, Name:Fly fishing rod, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
